"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Duration"
"13:22:51,6310521","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","0.0000052"
"13:22:51,6310665","main.exe","1852","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","0.0000013"
"13:22:51,6312707","main.exe","1852","CreateFile","D:\Documents\C++\os_labs\3\src\build","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened","0.0000285"
"13:22:51,6314443","main.exe","1852","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ffecfb20000, Image Size: 0xc2000","0.0000000"
"13:22:51,6315974","main.exe","1852","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ffece8d0000, Image Size: 0x2fe000","0.0000000"
"13:22:51,6324956","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","BUFFER TOO SMALL","Length: 0","0.0000437"
"13:22:51,6325484","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000248"
"13:22:51,6326118","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read","0.0000078"
"13:22:51,6326250","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read","0.0000039"
"13:22:51,6326747","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","REPARSE","Desired Access: Read","0.0000034"
"13:22:51,6326828","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","Desired Access: Read","0.0000046"
"13:22:51,6326926","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSAppCompat","NAME NOT FOUND","Length: 548","0.0000025"
"13:22:51,6327277","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSUserEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0","0.0000049"
"13:22:51,6327430","main.exe","1852","RegCloseKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","","0.0000018"
"13:22:51,6328485","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value","0.0000042"
"13:22:51,6328571","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value","0.0000037"
"13:22:51,6328655","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read","0.0000025"
"13:22:51,6328712","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read","0.0000028"
"13:22:51,6328783","main.exe","1852","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value","0.0000072"
"13:22:51,6328901","main.exe","1852","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80","0.0000021"
"13:22:51,6329003","main.exe","1852","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","","0.0000012"
"13:22:51,6329189","main.exe","1852","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value","0.0000051"
"13:22:51,6329355","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","0.0000025"
"13:22:51,6329414","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","0.0000026"
"13:22:51,6329480","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","0.0000033"
"13:22:51,6329554","main.exe","1852","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","0.0000009"
"13:22:51,6329664","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","0.0000021"
"13:22:51,6329723","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","0.0000018"
"13:22:51,6329784","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LPGO","NAME NOT FOUND","Length: 20","0.0000021"
"13:22:51,6329846","main.exe","1852","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","0.0000011"
"13:22:51,6330579","main.exe","1852","Thread Create","","SUCCESS","Thread ID: 16256","0.0000000"
"13:22:51,6331339","main.exe","1852","Thread Create","","SUCCESS","Thread ID: 3972","0.0000000"
"13:22:51,6331913","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","BUFFER TOO SMALL","Length: 0","0.0000338"
"13:22:51,6332164","main.exe","1852","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7ffece720000, Image Size: 0x100000","0.0000000"
"13:22:51,6332337","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000252"
"13:22:51,6332677","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","BUFFER TOO SMALL","Length: 0","0.0000233"
"13:22:51,6332793","main.exe","1852","Thread Create","","SUCCESS","Thread ID: 2404","0.0000000"
"13:22:51,6332956","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000416"
"13:22:51,6333661","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","0.0000049"
"13:22:51,6333765","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","0.0000042"
"13:22:51,6333877","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16","0.0000033"
"13:22:51,6335942","main.exe","1852","QueryOpen","D:\Documents\C++\os_labs\3\src\build\libstdc++-6.dll","NAME NOT FOUND","","0.0000118"
"13:22:51,6335981","main.exe","1852","QueryOpen","D:\Documents\C++\os_labs\3\src\build\libgcc_s_seh-1.dll","NAME NOT FOUND","","0.0000103"
"13:22:51,6347782","main.exe","1852","CreateFile","C:\Windows\System32\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000229"
"13:22:51,6347941","main.exe","1852","CreateFile","C:\Windows\System32\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000228"
"13:22:51,6350416","main.exe","1852","CreateFile","C:\Windows\System\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000128"
"13:22:51,6350486","main.exe","1852","CreateFile","C:\Windows\System\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000136"
"13:22:51,6353861","main.exe","1852","CreateFile","C:\Windows\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000173"
"13:22:51,6354312","main.exe","1852","CreateFile","C:\Windows\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000166"
"13:22:51,6354720","main.exe","1852","QueryOpen","D:\Documents\C++\os_labs\3\src\build\libgcc_s_seh-1.dll","NAME NOT FOUND","","0.0000094"
"13:22:51,6355405","main.exe","1852","QueryOpen","D:\Documents\C++\os_labs\3\src\build\libstdc++-6.dll","NAME NOT FOUND","","0.0000084"
"13:22:51,6357066","main.exe","1852","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000154"
"13:22:51,6357890","main.exe","1852","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000140"
"13:22:51,6359549","main.exe","1852","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\libnvvp\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000152"
"13:22:51,6360529","main.exe","1852","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\libnvvp\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000145"
"13:22:51,6361120","main.exe","1852","CreateFile","C:\Program Files\Python310\Scripts\libgcc_s_seh-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000133"
"13:22:51,6362550","main.exe","1852","CreateFile","C:\Program Files\Python310\Scripts\libstdc++-6.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000157"
"13:22:51,6362978","main.exe","1852","CreateFile","C:\Program Files\Python310\libgcc_s_seh-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000138"
"13:22:51,6363855","main.exe","1852","CreateFile","C:\Program Files\Python310\libstdc++-6.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000119"
"13:22:51,6365398","main.exe","1852","CreateFile","C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64_win\compiler\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000155"
"13:22:51,6366465","main.exe","1852","CreateFile","C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64_win\compiler\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000148"
"13:22:51,6367485","main.exe","1852","CreateFile","C:\Program Files (x86)\Razer Chroma SDK\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000151"
"13:22:51,6368857","main.exe","1852","CreateFile","C:\Program Files (x86)\Razer Chroma SDK\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000140"
"13:22:51,6369954","main.exe","1852","CreateFile","C:\Program Files\Razer Chroma SDK\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000195"
"13:22:51,6371543","main.exe","1852","CreateFile","C:\Program Files\Razer Chroma SDK\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000172"
"13:22:51,6372125","main.exe","1852","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libgcc_s_seh-1.dll","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>","0.0000123"
"13:22:51,6374258","main.exe","1852","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000127"
"13:22:51,6374328","main.exe","1852","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libstdc++-6.dll","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>","0.0000137"
"13:22:51,6375953","main.exe","1852","CreateFile","C:\ProgramData\Oracle\Java\javapath\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000113"
"13:22:51,6376045","main.exe","1852","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000122"
"13:22:51,6377653","main.exe","1852","CreateFile","C:\Program Files (x86)\Razer\ChromaBroadcast\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000127"
"13:22:51,6377693","main.exe","1852","CreateFile","C:\ProgramData\Oracle\Java\javapath\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000120"
"13:22:51,6379346","main.exe","1852","CreateFile","C:\Program Files (x86)\Razer\ChromaBroadcast\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000118"
"13:22:51,6379608","main.exe","1852","CreateFile","C:\Program Files\Razer\ChromaBroadcast\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000169"
"13:22:51,6379965","main.exe","1852","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","0.0000058"
"13:22:51,6380374","main.exe","1852","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","0.0000069"
"13:22:51,6380547","main.exe","1852","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","0.0000033"
"13:22:51,6380653","main.exe","1852","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","0.0000012"
"13:22:51,6381450","main.exe","1852","CreateFile","C:\Program Files\Razer\ChromaBroadcast\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000158"
"13:22:51,6389728","main.exe","1852","CreateFile","C:\Windows\System32\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000197"
"13:22:51,6389740","main.exe","1852","CreateFile","C:\Windows\System32\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000402"
"13:22:51,6392692","main.exe","1852","CreateFile","C:\Windows\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000173"
"13:22:51,6393075","main.exe","1852","CreateFile","C:\Windows\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000197"
"13:22:51,6394948","main.exe","1852","CreateFile","C:\Windows\System32\wbem\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000155"
"13:22:51,6395537","main.exe","1852","CreateFile","C:\Windows\System32\wbem\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000176"
"13:22:51,6400238","main.exe","1852","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000153"
"13:22:51,6400973","main.exe","1852","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000148"
"13:22:51,6405112","main.exe","1852","CreateFile","C:\Windows\System32\OpenSSH\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000201"
"13:22:51,6406585","main.exe","1852","CreateFile","C:\Windows\System32\OpenSSH\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000208"
"13:22:51,6407672","main.exe","1852","CreateFile","C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000199"
"13:22:51,6409020","main.exe","1852","CreateFile","C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps\libgcc_s_seh-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000187"
"13:22:51,6409791","main.exe","1852","CreateFile","C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000174"
