"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Duration"
"13:29:51,2081371","control.exe","17676","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value","0.0000026"
"13:29:51,2081434","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value","0.0000030"
"13:29:51,2081731","control.exe","17676","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","0.0000027"
"13:29:51,2081796","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","0.0000022"
"13:29:51,2081860","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","0.0000021"
"13:29:51,2081924","control.exe","17676","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","0.0000011"
"13:29:51,2084089","control.exe","17676","CreateFile","D:\Documents\C++\os_labs\5-7\oslab5_7","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened","0.0000340"
"13:29:51,2085651","control.exe","17676","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ffecfb20000, Image Size: 0xc2000","0.0000000"
"13:29:51,2085794","control.exe","17676","QueryNameInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","Name: \Windows\System32\kernel32.dll","0.0000036"
"13:29:51,2087033","control.exe","17676","CreateFile","C:\Windows\System32\kernel32.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000213"
"13:29:51,2098275","control.exe","17676","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ffece8d0000, Image Size: 0x2fe000","0.0000000"
"13:29:51,2098414","control.exe","17676","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll","0.0000041"
"13:29:51,2099938","control.exe","17676","CreateFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000185"
"13:29:51,2115435","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","BUFFER TOO SMALL","Length: 0","0.0000338"
"13:29:51,2115852","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000237"
"13:29:51,2116445","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read","0.0000058"
"13:29:51,2116578","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read","0.0000041"
"13:29:51,2117785","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value","0.0000037"
"13:29:51,2117867","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value","0.0000032"
"13:29:51,2117941","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read","0.0000022"
"13:29:51,2117993","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read","0.0000027"
"13:29:51,2118059","control.exe","17676","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value","0.0000066"
"13:29:51,2118172","control.exe","17676","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80","0.0000024"
"13:29:51,2118252","control.exe","17676","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","","0.0000020"
"13:29:51,2118351","control.exe","17676","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value","0.0000057"
"13:29:51,2118532","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","0.0000023"
"13:29:51,2118589","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","0.0000031"
"13:29:51,2118660","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","0.0000028"
"13:29:51,2118731","control.exe","17676","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","0.0000010"
"13:29:51,2118836","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","0.0000022"
"13:29:51,2118901","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","0.0000019"
"13:29:51,2118964","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LPGO","NAME NOT FOUND","Length: 20","0.0000021"
"13:29:51,2119023","control.exe","17676","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","0.0000025"
"13:29:51,2120882","control.exe","17676","CreateFile","C:\Windows\System32\apphelp.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000137"
"13:29:51,2121179","control.exe","17676","QueryBasicInformationFile","C:\Windows\System32\apphelp.dll","SUCCESS","CreationTime: 11.12.2024 6:56:50, LastAccessTime: 26.12.2024 13:29:50, LastWriteTime: 11.12.2024 6:56:50, ChangeTime: 11.12.2024 6:58:28, FileAttributes: A","0.0000029"
"13:29:51,2121264","control.exe","17676","CloseFile","C:\Windows\System32\apphelp.dll","SUCCESS","","0.0000075"
"13:29:51,2122293","control.exe","17676","CreateFile","C:\Windows\System32\apphelp.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000190"
"13:29:51,2122647","control.exe","17676","CreateFileMapping","C:\Windows\System32\apphelp.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE","0.0000036"
"13:29:51,2122811","control.exe","17676","CreateFileMapping","C:\Windows\System32\apphelp.dll","SUCCESS","SyncType: SyncTypeOther","0.0000012"
"13:29:51,2124002","control.exe","17676","Load Image","C:\Windows\System32\apphelp.dll","SUCCESS","Image Base: 0x7ffec0de0000, Image Size: 0x94000","0.0000000"
"13:29:51,2124143","control.exe","17676","QueryNameInformationFile","C:\Windows\System32\apphelp.dll","SUCCESS","Name: \Windows\System32\apphelp.dll","0.0000104"
"13:29:51,2125437","control.exe","17676","CreateFile","C:\Windows\System32\apphelp.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000170"
"13:29:51,2134245","control.exe","17676","CloseFile","C:\Windows\System32\apphelp.dll","SUCCESS","","0.0000074"
"13:29:51,2135011","control.exe","17676","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","Desired Access: Query Value","0.0000076"
"13:29:51,2135156","control.exe","17676","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\LogFlags","NAME NOT FOUND","Length: 20","0.0000044"
"13:29:51,2135259","control.exe","17676","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","","0.0000011"
"13:29:51,2135823","control.exe","17676","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","Desired Access: Query Value","0.0000043"
"13:29:51,2135917","control.exe","17676","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\ShowDebugInfo","NAME NOT FOUND","Length: 20","0.0000035"
"13:29:51,2136004","control.exe","17676","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","","0.0000010"
"13:29:51,2136851","control.exe","17676","CreateFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000250"
"13:29:51,2137194","control.exe","17676","QuerySecurityFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","BUFFER OVERFLOW","Information: Owner","0.0000040"
"13:29:51,2137292","control.exe","17676","QuerySecurityFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","Information: Owner","0.0000010"
"13:29:51,2137364","control.exe","17676","CloseFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","","0.0000055"
"13:29:51,2138327","control.exe","17676","CreateFile","C:\Windows\System32\ntdll.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000113"
"13:29:51,2138598","control.exe","17676","QuerySecurityFile","C:\Windows\System32\ntdll.dll","BUFFER OVERFLOW","Information: Owner","0.0000018"
"13:29:51,2138681","control.exe","17676","QuerySecurityFile","C:\Windows\System32\ntdll.dll","SUCCESS","Information: Owner","0.0000011"
"13:29:51,2138758","control.exe","17676","CloseFile","C:\Windows\System32\ntdll.dll","SUCCESS","","0.0000053"
"13:29:51,2139731","control.exe","17676","CreateFile","C:\Windows\System32\kernel32.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000116"
"13:29:51,2139990","control.exe","17676","QuerySecurityFile","C:\Windows\System32\kernel32.dll","BUFFER OVERFLOW","Information: Owner","0.0000016"
"13:29:51,2140061","control.exe","17676","QuerySecurityFile","C:\Windows\System32\kernel32.dll","SUCCESS","Information: Owner","0.0000009"
"13:29:51,2140130","control.exe","17676","CloseFile","C:\Windows\System32\kernel32.dll","SUCCESS","","0.0000048"
"13:29:51,2141348","control.exe","17676","CreateFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000124"
"13:29:51,2141573","control.exe","17676","QuerySecurityFile","C:\Windows\System32\KernelBase.dll","BUFFER OVERFLOW","Information: Owner","0.0000017"
"13:29:51,2141653","control.exe","17676","QuerySecurityFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Information: Owner","0.0000010"
"13:29:51,2141736","control.exe","17676","CloseFile","C:\Windows\System32\KernelBase.dll","SUCCESS","","0.0000057"
"13:29:51,2142814","control.exe","17676","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000176"
"13:29:51,2143146","control.exe","17676","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 075 520, EndOfFile: 4 075 290, NumberOfLinks: 2, DeletePending: False, Directory: False","0.0000023"
"13:29:51,2143221","control.exe","17676","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 075 520, EndOfFile: 4 075 290, NumberOfLinks: 2, DeletePending: False, Directory: False","0.0000030"
"13:29:51,2143390","control.exe","17676","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE","0.0000027"
"13:29:51,2143470","control.exe","17676","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 075 520, EndOfFile: 4 075 290, NumberOfLinks: 2, DeletePending: False, Directory: False","0.0000012"
"13:29:51,2143604","control.exe","17676","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","SUCCESS","SyncType: SyncTypeOther","0.0000011"
"13:29:51,2144091","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","BUFFER TOO SMALL","Length: 0","0.0000338"
"13:29:51,2144482","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000249"
"13:29:51,2145852","control.exe","17676","CreateFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened","0.0000307"
"13:29:51,2146335","control.exe","17676","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value","0.0000077"
"13:29:51,2146470","control.exe","17676","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 120, Data: C:\Users\MegaComp\AppData\Local\Microsoft\Windows\INetCache","0.0000043"
"13:29:51,2146605","control.exe","17676","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","","0.0000017"
"13:29:51,2146738","control.exe","17676","QuerySecurityFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100","0.0000020"
"13:29:51,2147552","control.exe","17676","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened","0.0000158"
"13:29:51,2147860","control.exe","17676","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 13.11.2024 19:43:28, LastAccessTime: 26.12.2024 13:29:50, LastWriteTime: 13.11.2024 19:43:28, ChangeTime: 13.11.2024 22:29:25, FileAttributes: A","0.0000022"
"13:29:51,2147933","control.exe","17676","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","","0.0000055"
"13:29:51,2148175","control.exe","17676","QueryBasicInformationFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","CreationTime: 26.12.2024 13:29:40, LastAccessTime: 26.12.2024 13:29:51, LastWriteTime: 26.12.2024 13:29:40, ChangeTime: 26.12.2024 13:29:40, FileAttributes: A","0.0000012"
"13:29:51,2148357","control.exe","17676","CloseFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","","0.0000041"
"13:29:51,2149107","control.exe","17676","CreateFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened","0.0000284"
"13:29:51,2149524","control.exe","17676","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value","0.0000056"
"13:29:51,2149661","control.exe","17676","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 120, Data: C:\Users\MegaComp\AppData\Local\Microsoft\Windows\INetCache","0.0000035"
"13:29:51,2149756","control.exe","17676","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","","0.0000014"
"13:29:51,2149882","control.exe","17676","QuerySecurityFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100","0.0000018"
"13:29:51,2149976","control.exe","17676","QueryBasicInformationFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","CreationTime: 26.12.2024 13:29:40, LastAccessTime: 26.12.2024 13:29:51, LastWriteTime: 26.12.2024 13:29:40, ChangeTime: 26.12.2024 13:29:40, FileAttributes: A","0.0000015"
"13:29:51,2150090","control.exe","17676","CloseFile","D:\Documents\C++\os_labs\5-7\x64\Debug\control.exe","SUCCESS","","0.0000048"
"13:29:51,2151191","control.exe","17676","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","","0.0000062"
"13:29:51,2152815","control.exe","17676","Thread Create","","SUCCESS","Thread ID: 17980","0.0000000"
"13:29:51,2155453","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","BUFFER TOO SMALL","Length: 0","0.0000354"
"13:29:51,2155874","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000258"
"13:29:51,2156216","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","BUFFER TOO SMALL","Length: 0","0.0000234"
"13:29:51,2156494","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000260"
"13:29:51,2156851","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","0.0000058"
"13:29:51,2157061","control.exe","17676","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","0.0000050"
"13:29:51,2157173","control.exe","17676","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16","0.0000023"
"13:29:51,2158169","control.exe","17676","QueryOpen","D:\Documents\C++\os_labs\5-7\x64\Debug\libzmq-mt-gd-4_3_5.dll","SUCCESS","CreationTime: 26.12.2024 13:29:40, LastAccessTime: 26.12.2024 13:29:41, LastWriteTime: 25.12.2024 19:39:59, ChangeTime: 25.12.2024 22:00:58, AllocationSize: 1 884 160, EndOfFile: 1 880 576, FileAttributes: A","0.0000055"
"13:29:51,2158821","control.exe","17676","CreateFile","D:\Documents\C++\os_labs\5-7\x64\Debug\libzmq-mt-gd-4_3_5.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0247783"
"13:29:51,2159466","control.exe","17676","QueryBasicInformationFile","D:\Documents\C++\os_labs\5-7\x64\Debug\libzmq-mt-gd-4_3_5.dll","SUCCESS","CreationTime: 26.12.2024 13:29:40, LastAccessTime: 26.12.2024 13:29:41, LastWriteTime: 25.12.2024 19:39:59, ChangeTime: 25.12.2024 22:00:58, FileAttributes: A","0.0000024"
"13:29:51,2159592","control.exe","17676","FileSystemControl","D:\Documents\C++\os_labs\5-7\x64\Debug\libzmq-mt-gd-4_3_5.dll","INVALID DEVICE REQUEST","Control: 0x90390 (Device:0x9 Function:228 Method: 0)","0.0000067"
"13:29:51,2159745","control.exe","17676","QueryAttributeInformationVolume","D:\Documents\C++\os_labs\5-7\x64\Debug\libzmq-mt-gd-4_3_5.dll","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00600, MaximumComponentNameLength: 255, FileSystemName: NTFS","0.0000014"
"13:29:51,2406834","control.exe","17676","CreateFileMapping","D:\Documents\C++\os_labs\5-7\x64\Debug\libzmq-mt-gd-4_3_5.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE","0.0000047"
"13:29:51,2406964","control.exe","17676","QueryStandardInformationFile","D:\Documents\C++\os_labs\5-7\x64\Debug\libzmq-mt-gd-4_3_5.dll","SUCCESS","AllocationSize: 1 884 160, EndOfFile: 1 880 576, NumberOfLinks: 1, DeletePending: False, Directory: False","0.0000030"
