"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Duration"
"13:25:23,4512523","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000237"
"13:25:23,4513138","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read","0.0000058"
"13:25:23,4513288","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read","0.0000034"
"13:25:23,4513822","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","REPARSE","Desired Access: Read","0.0000049"
"13:25:23,4513929","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","Desired Access: Read","0.0000041"
"13:25:23,4514031","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSAppCompat","NAME NOT FOUND","Length: 548","0.0000026"
"13:25:23,4514093","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSUserEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0","0.0000020"
"13:25:23,4514170","exec.exe","13044","RegCloseKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","","0.0000011"
"13:25:23,4515158","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value","0.0000034"
"13:25:23,4515228","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value","0.0000032"
"13:25:23,4515302","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read","0.0000021"
"13:25:23,4515353","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read","0.0000030"
"13:25:23,4515419","exec.exe","13044","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value","0.0000058"
"13:25:23,4515515","exec.exe","13044","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80","0.0000023"
"13:25:23,4515583","exec.exe","13044","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","","0.0000012"
"13:25:23,4515672","exec.exe","13044","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value","0.0000048"
"13:25:23,4515816","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","0.0000024"
"13:25:23,4515875","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","0.0000024"
"13:25:23,4515937","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","0.0000028"
"13:25:23,4516005","exec.exe","13044","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","0.0000015"
"13:25:23,4516138","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read","0.0000022"
"13:25:23,4516200","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read","0.0000018"
"13:25:23,4516262","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LPGO","NAME NOT FOUND","Length: 20","0.0000021"
"13:25:23,4516320","exec.exe","13044","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","","0.0000010"
"13:25:23,4516959","exec.exe","13044","Thread Create","","SUCCESS","Thread ID: 12952","0.0000000"
"13:25:23,4517443","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","BUFFER TOO SMALL","Length: 0","0.0000367"
"13:25:23,4518061","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000277"
"13:25:23,4518478","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","BUFFER TOO SMALL","Length: 0","0.0000236"
"13:25:23,4518769","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\Notifications\418A073AA3BC8075","SUCCESS","Type: REG_BINARY, Length: 364, Data: 01 00 04 80 00 00 00 00 00 00 00 00 00 00 00 00","0.0000388"
"13:25:23,4518993","exec.exe","13044","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7ffece720000, Image Size: 0x100000","0.0000000"
"13:25:23,4519334","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","0.0000051"
"13:25:23,4519431","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","0.0000046"
"13:25:23,4519531","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16","0.0000034"
"13:25:23,4519917","exec.exe","13044","Thread Create","","SUCCESS","Thread ID: 6172","0.0000000"
"13:25:23,4520554","exec.exe","13044","QueryOpen","D:\Documents\C++\os_labs\4\src\build\libstdc++-6.dll","NAME NOT FOUND","","0.0000110"
"13:25:23,4531671","exec.exe","13044","CreateFile","C:\Windows\System32\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000254"
"13:25:23,4534680","exec.exe","13044","CreateFile","C:\Windows\System\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000155"
"13:25:23,4536803","exec.exe","13044","CreateFile","C:\Windows\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000173"
"13:25:23,4537693","exec.exe","13044","QueryOpen","D:\Documents\C++\os_labs\4\src\build\libstdc++-6.dll","NAME NOT FOUND","","0.0000107"
"13:25:23,4539395","exec.exe","13044","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000141"
"13:25:23,4541075","exec.exe","13044","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\libnvvp\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000130"
"13:25:23,4542453","exec.exe","13044","CreateFile","C:\Program Files\Python310\Scripts\libstdc++-6.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000107"
"13:25:23,4543643","exec.exe","13044","CreateFile","C:\Program Files\Python310\libstdc++-6.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000113"
"13:25:23,4545343","exec.exe","13044","CreateFile","C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64_win\compiler\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000125"
"13:25:23,4546947","exec.exe","13044","CreateFile","C:\Program Files (x86)\Razer Chroma SDK\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000132"
"13:25:23,4548852","exec.exe","13044","CreateFile","C:\Program Files\Razer Chroma SDK\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000155"
"13:25:23,4550691","exec.exe","13044","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libstdc++-6.dll","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>","0.0000114"
"13:25:23,4552222","exec.exe","13044","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000113"
"13:25:23,4553804","exec.exe","13044","CreateFile","C:\ProgramData\Oracle\Java\javapath\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000111"
"13:25:23,4555321","exec.exe","13044","CreateFile","C:\Program Files (x86)\Razer\ChromaBroadcast\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000116"
"13:25:23,4557388","exec.exe","13044","CreateFile","C:\Program Files\Razer\ChromaBroadcast\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000221"
"13:25:23,4557878","exec.exe","13044","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","0.0000094"
"13:25:23,4558037","exec.exe","13044","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","0.0000052"
"13:25:23,4558163","exec.exe","13044","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","0.0000033"
"13:25:23,4558263","exec.exe","13044","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","0.0000013"
"13:25:23,4570754","exec.exe","13044","CreateFile","C:\Windows\System32\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000187"
"13:25:23,4572519","exec.exe","13044","CreateFile","C:\Windows\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000134"
"13:25:23,4574249","exec.exe","13044","CreateFile","C:\Windows\System32\wbem\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000136"
"13:25:23,4575887","exec.exe","13044","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000122"
"13:25:23,4577761","exec.exe","13044","CreateFile","C:\Windows\System32\OpenSSH\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000166"
"13:25:23,4579716","exec.exe","13044","CreateFile","C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000458"
"13:25:23,4581588","exec.exe","13044","CreateFile","C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps\libstdc++-6.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000212"
"13:25:23,4585322","exec.exe","13044","CreateFile","C:\Windows\System32\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000198"
"13:25:23,4587126","exec.exe","13044","CreateFile","C:\Windows\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000125"
"13:25:23,4588678","exec.exe","13044","CreateFile","C:\Windows\System32\wbem\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000123"
"13:25:23,4590368","exec.exe","13044","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000117"
"13:25:23,4592235","exec.exe","13044","CreateFile","C:\Windows\System32\OpenSSH\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000155"
"13:25:23,4594283","exec.exe","13044","CreateFile","C:\Program Files\nodejs\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000166"
"13:25:23,4596104","exec.exe","13044","CreateFile","C:\Program Files\Microsoft VS Code\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000129"
"13:25:23,4597750","exec.exe","13044","CreateFile","C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000118"
"13:25:23,4599346","exec.exe","13044","CreateFile","C:\Program Files\Git\cmd\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000123"
"13:25:23,4601069","exec.exe","13044","CreateFile","C:\Program Files\NVIDIA Corporation\Nsight Compute 2024.2.1\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000124"
"13:25:23,4602687","exec.exe","13044","CreateFile","C:\Program Files\Docker\Docker\resources\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000130"
"13:25:23,4605311","exec.exe","13044","CreateFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000135"
"13:25:23,4605525","exec.exe","13044","QueryBasicInformationFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","CreationTime: 17.09.2024 21:11:38, LastAccessTime: 26.12.2024 13:24:47, LastWriteTime: 07.08.2024 13:02:40, ChangeTime: 17.09.2024 21:12:02, FileAttributes: A","0.0000023"
"13:25:23,4605608","exec.exe","13044","CloseFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","","0.0000059"
"13:25:23,4606647","exec.exe","13044","CreateFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000218"
"13:25:23,4606982","exec.exe","13044","CreateFileMapping","C:\Compilers\mingw64\bin\libstdc++-6.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE","0.0000035"
"13:25:23,4608771","exec.exe","13044","CreateFileMapping","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","SyncType: SyncTypeOther","0.0000035"
"13:25:23,4610075","exec.exe","13044","Load Image","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","Image Base: 0x7ffe6d210000, Image Size: 0x247000","0.0000000"
"13:25:23,4610531","exec.exe","13044","CloseFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","","0.0000081"
"13:25:23,4610814","exec.exe","13044","Thread Create","","SUCCESS","Thread ID: 15980","0.0000000"
"13:25:23,4612076","exec.exe","13044","QueryOpen","D:\Documents\C++\os_labs\4\src\build\libgcc_s_seh-1.dll","NAME NOT FOUND","","0.0000118"
"13:25:23,4612277","exec.exe","13044","QueryOpen","D:\Documents\C++\os_labs\4\src\build\libwinpthread-1.dll","NAME NOT FOUND","","0.0000091"
"13:25:23,4621870","exec.exe","13044","CreateFile","C:\Windows\System32\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000194"
"13:25:23,4621937","exec.exe","13044","CreateFile","C:\Windows\System32\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000197"
"13:25:23,4625000","exec.exe","13044","CreateFile","C:\Windows\System\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000146"
"13:25:23,4625291","exec.exe","13044","CreateFile","C:\Windows\System\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000133"
"13:25:23,4628476","exec.exe","13044","CreateFile","C:\Windows\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000150"
